Bariloche;2017-04;135024
Bariloche;2017-05;135370
Bariloche;2017-06;135717
Bariloche;2017-07;136063
Bariloche;2017-08;136382
Bariloche;2017-09;136737
Bariloche;2017-10;137080
Bariloche;2017-11;137403
Bariloche;2017-12;137732
Bariloche;2018-01;138084
Bariloche;2018-02;138436
Bariloche;2018-03;138804
Bariloche;2018-04;139148
Bariloche;2018-05;139531
Bariloche;2018-06;139890
Bariloche;2018-07;140257
Bariloche;2018-08;140616
Bariloche;2018-09;141006
Bariloche;2018-10;141379
Bariloche;2018-11;141709
Bariloche;2018-12;142038
Bariloche;2019-01;142372
Bariloche;2019-02;142715
Bariloche;2019-03;143072
Bariloche;2019-04;143412
Bariloche;2019-05;143759
Bariloche;2019-06;144134
Bariloche;2019-07;144519
Bariloche;2019-08;144917
Bariloche;2019-09;145305
Bariloche;2019-10;145646
Bariloche;2019-11;146007
Bariloche;2019-12;146361
Bariloche;2020-01;146743
Bariloche;2020-02;147112
Bariloche;2020-03;147489
Bariloche;2020-04;147844
Bariloche;2020-05;148219
Bariloche;2020-06;148622
Bariloche;2020-07;148995
Bariloche;2020-08;149383
Bariloche;2020-09;149775
Bariloche;2020-10;150185
Bariloche;2020-11;150591
Bariloche;2020-12;150947
Bariloche;2021-01;151326
Bariloche;2021-02;151706
Bariloche;2021-03;152103
Bariloche;2021-04;152487
Bariloche;2021-05;152904
Bariloche;2021-06;153322
Bariloche;2021-07;153680
Bariloche;2021-08;154065
Bariloche;2021-09;154486
Bariloche;2021-10;154849
Bariloche;2021-11;155237
Bariloche;2021-12;155608
Bariloche;2022-01;156033
Bariloche;2022-02;156434
Bariloche;2022-03;156850
Bariloche;2022-04;157260
Bariloche;2022-05;157651
Bariloche;2022-06;158078
Bariloche;2022-07;158479
Bariloche;2022-08;158901
Bariloche;2022-09;159334
Bariloche;2022-10;159764
Bariloche;2022-11;160189
Bariloche;2022-12;160575
Bariloche;2023-01;160989
Bariloche;2023-02;161367
Bariloche;2023-03;161747
Bariloche;2023-04;162181
Bariloche;2023-05;162619
Bariloche;2023-06;163001
Bariloche;2023-07;163384
Bariloche;2023-08;163820
Bariloche;2023-09;164204
Bariloche;2023-10;164607
Bariloche;2023-11;164994
Bariloche;2023-12;165433
Bariloche;2024-01;165864
Bariloche;2024-02;166284
Bariloche;2024-03;166705
Bariloche;2024-04;167150
Bariloche;2024-05;167597
Bariloche;2024-06;168006
Bariloche;2024-07;168438
Bariloche;2024-08;168857
Bariloche;2024-09;169264
Bariloche;2024-10;169677
Bariloche;2024-11;170134
Bariloche;2024-12;170536
Bariloche;2025-01;170956
Bariloche;2025-02;171416
Bariloche;2025-03;171854
Bariloche;2025-04;172276
Bariloche;2025-05;172699
Bariloche;2025-06;173124
Bariloche;2025-07;173582
Caviahue;2016-01;800
Caviahue;2016-02;798
Caviahue;2016-03;796
Caviahue;2016-04;801
Caviahue;2016-05;806
Caviahue;2016-06;810
Caviahue;2016-07;809
Caviahue;2016-08;814
Caviahue;2016-09;812
Caviahue;2016-10;812
Caviahue;2016-11;813
Caviahue;2016-12;811
Caviahue;2017-01;809
Caviahue;2017-02;808
Caviahue;2017-03;812
Caviahue;2017-04;816
Caviahue;2017-05;819
Caviahue;2017-06;818
Caviahue;2017-07;818
Caviahue;2017-08;822
Caviahue;2017-09;823
Caviahue;2017-10;828
Caviahue;2017-11;827
Caviahue;2017-12;832
Caviahue;2018-01;830
Caviahue;2018-02;831
Caviahue;2018-03;832
Caviahue;2018-04;830
Caviahue;2018-05;829
Caviahue;2018-06;827
Caviahue;2018-07;832
Caviahue;2018-08;835
Caviahue;2018-09;836
Caviahue;2018-10;838
Caviahue;2018-11;840
Caviahue;2018-12;845
Caviahue;2019-01;845
Caviahue;2019-02;849
Caviahue;2019-03;847
Caviahue;2019-04;845
Caviahue;2019-05;845
Caviahue;2019-06;845
Caviahue;2019-07;850
Caviahue;2019-08;855
Caviahue;2019-09;855
Caviahue;2019-10;856
Caviahue;2019-11;861
Caviahue;2019-12;864
Caviahue;2020-01;869
Caviahue;2020-02;867
Caviahue;2020-03;872
Caviahue;2020-04;873
Caviahue;2020-05;873
Caviahue;2020-06;871
Caviahue;2020-07;876
Caviahue;2020-08;877
Caviahue;2020-09;880
Caviahue;2020-10;885
Caviahue;2020-11;886
Caviahue;2020-12;889
Caviahue;2021-01;889
Caviahue;2021-02;894
Caviahue;2021-03;897
Caviahue;2021-04;895
Caviahue;2021-05;895
Caviahue;2021-06;893
Caviahue;2021-07;895
Caviahue;2021-08;894
Caviahue;2021-09;899
Caviahue;2021-10;902
Caviahue;2021-11;901
Caviahue;2021-12;900
Caviahue;2022-01;903
Caviahue;2022-02;903
Caviahue;2022-03;908
Caviahue;2022-04;910
Caviahue;2022-05;908
Caviahue;2022-06;909
Caviahue;2022-07;907
Caviahue;2022-08;908
Caviahue;2022-09;906
Caviahue;2022-10;909
Caviahue;2022-11;911
Caviahue;2022-12;916
Caviahue;2023-01;917
Caviahue;2023-02;922
Caviahue;2023-03;927
Caviahue;2023-04;932
Caviahue;2023-05;936
Caviahue;2023-06;936
Caviahue;2023-07;934
Caviahue;2023-08;939
Caviahue;2023-09;937
Caviahue;2023-10;942
Caviahue;2023-11;943
Caviahue;2023-12;943
Caviahue;2024-01;943
Caviahue;2024-02;946
Caviahue;2024-03;950
Caviahue;2024-04;953
Caviahue;2024-05;956
Caviahue;2024-06;959
Caviahue;2024-07;962
Caviahue;2024-08;965
Caviahue;2024-09;967
Caviahue;2024-10;967
Caviahue;2024-11;970
Caviahue;2024-12;975
Caviahue;2025-01;975
Caviahue;2025-02;975
Caviahue;2025-03;974
Caviahue;2025-04;976
Caviahue;2025-05;979
Caviahue;2025-06;977
Caviahue;2025-07;978
Cipolletti;2016-01;87000
Cipolletti;2016-02;87191
Cipolletti;2016-03;87354
Cipolletti;2016-04;87531
Cipolletti;2016-05;87694
Cipolletti;2016-06;87888
Cipolletti;2016-07;88064
Cipolletti;2016-08;88268
Cipolletti;2016-09;88456
Cipolletti;2016-10;88646
Cipolletti;2016-11;88836
Cipolletti;2016-12;89003
Cipolletti;2017-01;89200
Cipolletti;2017-02;89403
Cipolletti;2017-03;89602
Cipolletti;2017-04;89789
Cipolletti;2017-05;89981
Cipolletti;2017-06;90175
Cipolletti;2017-07;90374
Cipolletti;2017-08;90571
Cipolletti;2017-09;90757
Cipolletti;2017-10;90954
Cipolletti;2017-11;91142
Cipolletti;2017-12;91341
Cipolletti;2018-01;91510
Cipolletti;2018-02;91695
Cipolletti;2018-03;91887
Cipolletti;2018-04;92096
Cipolletti;2018-05;92295
Cipolletti;2018-06;92466
Cipolletti;2018-07;92674
Cipolletti;2018-08;92867
Cipolletti;2018-09;93068
Cipolletti;2018-10;93260
Cipolletti;2018-11;93453
Cipolletti;2018-12;93625
Cipolletti;2019-01;93823
Cipolletti;2019-02;94036
Cipolletti;2019-03;94210
Cipolletti;2019-04;94408
Cipolletti;2019-05;94597
Cipolletti;2019-06;94810
Cipolletti;2019-07;95016
Cipolletti;2019-08;95199
Cipolletti;2019-09;95416
Cipolletti;2019-10;95629
Cipolletti;2019-11;95833
Cipolletti;2019-12;96050
Cipolletti;2020-01;96252
Cipolletti;2020-02;96463
Cipolletti;2020-03;96664
Cipolletti;2020-04;96865
Cipolletti;2020-05;97055
Cipolletti;2020-06;97240
Cipolletti;2020-07;97454
Cipolletti;2020-08;97677
Cipolletti;2020-09;97876
Cipolletti;2020-10;98056
Cipolletti;2020-11;98244
Cipolletti;2020-12;98440
Cipolletti;2021-01;98634
Cipolletti;2021-02;98827
Cipolletti;2021-03;99031
Cipolletti;2021-04;99228
Cipolletti;2021-05;99438
Cipolletti;2021-06;99654
Cipolletti;2021-07;99839
Cipolletti;2021-08;100054
Cipolletti;2021-09;100261
Cipolletti;2021-10;100467
Cipolletti;2021-11;100676
Cipolletti;2021-12;100883
Cipolletti;2022-01;101090
Cipolletti;2022-02;101318
Cipolletti;2022-03;101510
Cipolletti;2022-04;101712
Cipolletti;2022-05;101942
Cipolletti;2022-06;102166
Cipolletti;2022-07;102387
Cipolletti;2022-08;102583
Cipolletti;2022-09;102816
Cipolletti;2022-10;103049
Cipolletti;2022-11;103244
Cipolletti;2022-12;103473
Cipolletti;2023-01;103667
Cipolletti;2023-02;103864
Cipolletti;2023-03;104100
Cipolletti;2023-04;104324
Cipolletti;2023-05;104546
Cipolletti;2023-06;104774
Cipolletti;2023-07;105007
Cipolletti;2023-08;105217
Cipolletti;2023-09;105424
Cipolletti;2023-10;105660
Cipolletti;2023-11;105885
Cipolletti;2023-12;106099
Cipolletti;2024-01;106312
Cipolletti;2024-02;106527
Cipolletti;2024-03;106752
Cipolletti;2024-04;106975
Cipolletti;2024-05;107209
Cipolletti;2024-06;107433
Cipolletti;2024-07;107654
Cipolletti;2024-08;107862
Cipolletti;2024-09;108073
Cipolletti;2024-10;108274
Cipolletti;2024-11;108475
Cipolletti;2024-12;108709
Cipolletti;2025-01;108942
Cipolletti;2025-02;109168
Cipolletti;2025-03;109410
Cipolletti;2025-04;109657
Cipolletti;2025-05;109861
Cipolletti;2025-06;110080
Cipolletti;2025-07;110323
El Bolsón;2016-01;19000
El Bolsón;2016-02;19032
El Bolsón;2016-03;19081
El Bolsón;2016-04;19137
El Bolsón;2016-05;19187
El Bolsón;2016-06;19217
El Bolsón;2016-07;19256
El Bolsón;2016-08;19309
El Bolsón;2016-09;19352
El Bolsón;2016-10;19398
El Bolsón;2016-11;19430
El Bolsón;2016-12;19479
El Bolsón;2017-01;19531
El Bolsón;2017-02;19588
El Bolsón;2017-03;19630
El Bolsón;2017-04;19686
El Bolsón;2017-05;19719
El Bolsón;2017-06;19762
El Bolsón;2017-07;19807
El Bolsón;2017-08;19865
El Bolsón;2017-09;19907
El Bolsón;2017-10;19965
El Bolsón;2017-11;20013
El Bolsón;2017-12;20047
El Bolsón;2018-01;20088
El Bolsón;2018-02;20133
El Bolsón;2018-03;20188
El Bolsón;2018-04;20243
El Bolsón;2018-05;20288
El Bolsón;2018-06;20338
El Bolsón;2018-07;20374
El Bolsón;2018-08;20407
El Bolsón;2018-09;20437
El Bolsón;2018-10;20496
El Bolsón;2018-11;20555
El Bolsón;2018-12;20590
El Bolsón;2019-01;20643
El Bolsón;2019-02;20699
El Bolsón;2019-03;20739
El Bolsón;2019-04;20791
El Bolsón;2019-05;20826
El Bolsón;2019-06;20860
El Bolsón;2019-07;20892
El Bolsón;2019-08;20942
El Bolsón;2019-09;20982
El Bolsón;2019-10;21038
El Bolsón;2019-11;21088
El Bolsón;2019-12;21145
El Bolsón;2020-01;21177
El Bolsón;2020-02;21232
El Bolsón;2020-03;21268
El Bolsón;2020-04;21312
El Bolsón;2020-05;21347
El Bolsón;2020-06;21394
El Bolsón;2020-07;21449
El Bolsón;2020-08;21496
El Bolsón;2020-09;21550
El Bolsón;2020-10;21584
El Bolsón;2020-11;21633
El Bolsón;2020-12;21693
El Bolsón;2021-01;21752
El Bolsón;2021-02;21804
El Bolsón;2021-03;21860
El Bolsón;2021-04;21904
El Bolsón;2021-05;21954
El Bolsón;2021-06;21989
El Bolsón;2021-07;22049
El Bolsón;2021-08;22083
El Bolsón;2021-09;22117
El Bolsón;2021-10;22179
El Bolsón;2021-11;22231
El Bolsón;2021-12;22275
El Bolsón;2022-01;22313
El Bolsón;2022-02;22358
El Bolsón;2022-03;22394
El Bolsón;2022-04;22428
El Bolsón;2022-05;22462
El Bolsón;2022-06;22503
El Bolsón;2022-07;22547
El Bolsón;2022-08;22592
El Bolsón;2022-09;22638
El Bolsón;2022-10;22701
El Bolsón;2022-11;22748
El Bolsón;2022-12;22794
El Bolsón;2023-01;22842
El Bolsón;2023-02;22878
El Bolsón;2023-03;22941
El Bolsón;2023-04;22994
El Bolsón;2023-05;23046
El Bolsón;2023-06;23084
El Bolsón;2023-07;23142
El Bolsón;2023-08;23194
El Bolsón;2023-09;23255
El Bolsón;2023-10;23298
El Bolsón;2023-11;23362
El Bolsón;2023-12;23423
El Bolsón;2024-01;23468
El Bolsón;2024-02;23529
El Bolsón;2024-03;23595
El Bolsón;2024-04;23633
El Bolsón;2024-05;23688
El Bolsón;2024-06;23733
El Bolsón;2024-07;23776
El Bolsón;2024-08;23816
El Bolsón;2024-09;23878
El Bolsón;2024-10;23935
El Bolsón;2024-11;23989
El Bolsón;2024-12;24038
El Bolsón;2025-01;24086
El Bolsón;2025-02;24152
El Bolsón;2025-03;24213
El Bolsón;2025-04;24254
El Bolsón;2025-05;24316
El Bolsón;2025-06;24374
El Bolsón;2025-07;24440
Junín de los Andes;2016-01;13000
Junín de los Andes;2016-02;13018
Junín de los Andes;2016-03;13042
Junín de los Andes;2016-04;13061
Junín de los Andes;2016-05;13084
Junín de los Andes;2016-06;13101
Junín de los Andes;2016-07;13132
Junín de los Andes;2016-08;13149
Junín de los Andes;2016-09;13179
Junín de los Andes;2016-10;13197
Junín de los Andes;2016-11;13229
Junín de los Andes;2016-12;13260
Junín de los Andes;2017-01;13281
Junín de los Andes;2017-02;13300
Junín de los Andes;2017-03;13326
Junín de los Andes;2017-04;13357
Junín de los Andes;2017-05;13385
Junín de los Andes;2017-06;13403
Junín de los Andes;2017-07;13427
Junín de los Andes;2017-08;13459
Junín de los Andes;2017-09;13491
Junín de los Andes;2017-10;13526
Junín de los Andes;2017-11;13557
Junín de los Andes;2017-12;13585
Junín de los Andes;2018-01;13619
Junín de los Andes;2018-02;13651
Junín de los Andes;2018-03;13670
Junín de los Andes;2018-04;13697
Junín de los Andes;2018-05;13721
Junín de los Andes;2018-06;13755
Junín de los Andes;2018-07;13782
Junín de los Andes;2018-08;13806
Junín de los Andes;2018-09;13828
Junín de los Andes;2018-10;13857
Junín de los Andes;2018-11;13892
Junín de los Andes;2018-12;13927
Junín de los Andes;2019-01;13958
Junín de los Andes;2019-02;13990
Junín de los Andes;2019-03;14011
Junín de los Andes;2019-04;14030
Junín de los Andes;2019-05;14058
Junín de los Andes;2019-06;14094
Junín de los Andes;2019-07;14114
Junín de los Andes;2019-08;14146
Junín de los Andes;2019-09;14169
Junín de los Andes;2019-10;14198
Junín de los Andes;2019-11;14224
Junín de los Andes;2019-12;14247
Junín de los Andes;2020-01;14277
Junín de los Andes;2020-02;14298
Junín de los Andes;2020-03;14317
Junín de los Andes;2020-04;14344
Junín de los Andes;2020-05;14371
Junín de los Andes;2020-06;14405
Junín de los Andes;2020-07;14436
Junín de los Andes;2020-08;14464
Junín de los Andes;2020-09;14490
Junín de los Andes;2020-10;14517
Junín de los Andes;2020-11;14546
Junín de los Andes;2020-12;14580
Junín de los Andes;2021-01;14603
Junín de los Andes;2021-02;14627
Junín de los Andes;2021-03;14658
Junín de los Andes;2021-04;14688
Junín de los Andes;2021-05;14713
Junín de los Andes;2021-06;14740
Junín de los Andes;2021-07;14766
Junín de los Andes;2021-08;14801
Junín de los Andes;2021-09;14820
Junín de los Andes;2021-10;14842
Junín de los Andes;2021-11;14864
Junín de los Andes;2021-12;14887
Junín de los Andes;2022-01;14923
Junín de los Andes;2022-02;14948
Junín de los Andes;2022-03;14981
Junín de los Andes;2022-04;15011
Junín de los Andes;2022-05;15030
Junín de los Andes;2022-06;15068
Junín de los Andes;2022-07;15103
Junín de los Andes;2022-08;15128
Junín de los Andes;2022-09;15159
Junín de los Andes;2022-10;15181
Junín de los Andes;2022-11;15203
Junín de los Andes;2022-12;15227
Junín de los Andes;2023-01;15264
Junín de los Andes;2023-02;15294
Junín de los Andes;2023-03;15319
Junín de los Andes;2023-04;15347
Junín de los Andes;2023-05;15384
Junín de los Andes;2023-06;15409
Junín de los Andes;2023-07;15430
Junín de los Andes;2023-08;15461
Junín de los Andes;2023-09;15492
Junín de los Andes;2023-10;15528
Junín de los Andes;2023-11;15566
Junín de los Andes;2023-12;15593
Junín de los Andes;2024-01;15621
Junín de los Andes;2024-02;15647
Junín de los Andes;2024-03;15667
Junín de los Andes;2024-04;15689
Junín de los Andes;2024-05;15721
Junín de los Andes;2024-06;15757
Junín de los Andes;2024-07;15777
Junín de los Andes;2024-08;15802
Junín de los Andes;2024-09;15827
Junín de los Andes;2024-10;15858
Junín de los Andes;2024-11;15890
Junín de los Andes;2024-12;15922
Junín de los Andes;2025-01;15956
Junín de los Andes;2025-02;15991
Junín de los Andes;2025-03;16021
Junín de los Andes;2025-04;16045
Junín de los Andes;2025-05;16068
Junín de los Andes;2025-06;16090
Junín de los Andes;2025-07;16128
Las Grutas;2016-01;8500
Las Grutas;2016-02;8511
Las Grutas;2016-03;8527
Las Grutas;2016-04;8536
Las Grutas;2016-05;8558
Las Grutas;2016-06;8574
Las Grutas;2016-07;8582
Las Grutas;2016-08;8603
Las Grutas;2016-09;8625
Las Grutas;2016-10;8647
Las Grutas;2016-11;8655
Las Grutas;2016-12;8667
Las Grutas;2017-01;8680
Las Grutas;2017-02;8693
Las Grutas;2017-03;8703
Las Grutas;2017-04;8717
Las Grutas;2017-05;8733
Las Grutas;2017-06;8751
Las Grutas;2017-07;8771
Las Grutas;2017-08;8789
Las Grutas;2017-09;8805
Las Grutas;2017-10;8819
Las Grutas;2017-11;8839
Las Grutas;2017-12;8855
Las Grutas;2018-01;8875
Las Grutas;2018-02;8888
Las Grutas;2018-03;8904
Las Grutas;2018-04;8922
Las Grutas;2018-05;8942
Las Grutas;2018-06;8954
Las Grutas;2018-07;8972
Las Grutas;2018-08;8988
Las Grutas;2018-09;9006
Las Grutas;2018-10;9026
Las Grutas;2018-11;9036
Las Grutas;2018-12;9056
Las Grutas;2019-01;9076
Las Grutas;2019-02;9089
Las Grutas;2019-03;9106
Las Grutas;2019-04;9118
Las Grutas;2019-05;9137
Las Grutas;2019-06;9151
Las Grutas;2019-07;9174
Las Grutas;2019-08;9183
Las Grutas;2019-09;9200
Las Grutas;2019-10;9209
Las Grutas;2019-11;9222
Las Grutas;2019-12;9234
Las Grutas;2020-01;9255
Las Grutas;2020-02;9275
Las Grutas;2020-03;9296
Las Grutas;2020-04;9317
Las Grutas;2020-05;9339
Las Grutas;2020-06;9350
Las Grutas;2020-07;9371
Las Grutas;2020-08;9385
Las Grutas;2020-09;9396
Las Grutas;2020-10;9408
Las Grutas;2020-11;9422
Las Grutas;2020-12;9446
Las Grutas;2021-01;9464
Las Grutas;2021-02;9475
Las Grutas;2021-03;9494
Las Grutas;2021-04;9511
Las Grutas;2021-05;9534
Las Grutas;2021-06;9545
Las Grutas;2021-07;9565
Las Grutas;2021-08;9587
Las Grutas;2021-09;9601
Las Grutas;2021-10;9617
Las Grutas;2021-11;9634
Las Grutas;2021-12;9644
Las Grutas;2022-01;9659
Las Grutas;2022-02;9669
Las Grutas;2022-03;9680
Las Grutas;2022-04;9704
Las Grutas;2022-05;9714
Las Grutas;2022-06;9734
Las Grutas;2022-07;9748
Las Grutas;2022-08;9767
Las Grutas;2022-09;9791
Las Grutas;2022-10;9809
Las Grutas;2022-11;9824
Las Grutas;2022-12;9844
Las Grutas;2023-01;9864
Las Grutas;2023-02;9874
Las Grutas;2023-03;9896
Las Grutas;2023-04;9906
Las Grutas;2023-05;9917
Las Grutas;2023-06;9935
Las Grutas;2023-07;9947
Las Grutas;2023-08;9971
Las Grutas;2023-09;9981
Las Grutas;2023-10;9995
Las Grutas;2023-11;10011
Las Grutas;2023-12;10027
Las Grutas;2024-01;10049
Las Grutas;2024-02;10060
Las Grutas;2024-03;10075
Las Grutas;2024-04;10100
Las Grutas;2024-05;10115
Las Grutas;2024-06;10131
Las Grutas;2024-07;10144
Las Grutas;2024-08;10159
Las Grutas;2024-09;10176
Las Grutas;2024-10;10191
Las Grutas;2024-11;10206
Las Grutas;2024-12;10221
Las Grutas;2025-01;10241
Las Grutas;2025-02;10261
Las Grutas;2025-03;10274
Las Grutas;2025-04;10285
Las Grutas;2025-05;10300
Las Grutas;2025-06;10324
Las Grutas;2025-07;10343
Neuquén;2016-01;300000
Neuquén;2016-02;300650
Neuquén;2016-03;301351
Neuquén;2016-04;302048
Neuquén;2016-05;302778
Neuquén;2016-06;303437
Neuquén;2016-07;304155
Neuquén;2016-08;304878
Neuquén;2016-09;305570
Neuquén;2016-10;306265
Neuquén;2016-11;307020
Neuquén;2016-12;307780
Neuquén;2017-01;308518
Neuquén;2017-02;309225
Neuquén;2017-03;309921
Neuquén;2017-04;310626
Neuquén;2017-05;311353
Neuquén;2017-06;312031
Neuquén;2017-07;312757
Neuquén;2017-08;313447
Neuquén;2017-09;314191
Neuquén;2017-10;314926
Neuquén;2017-11;315614
Neuquén;2017-12;316392
Neuquén;2018-01;317172
Neuquén;2018-02;317917
Neuquén;2018-03;318624
Neuquén;2018-04;319362
Neuquén;2018-05;320078
Neuquén;2018-06;320852
Neuquén;2018-07;321633
Neuquén;2018-08;322345
Neuquén;2018-09;323111
Neuquén;2018-10;323888
Neuquén;2018-11;324642
Neuquén;2018-12;325385
Neuquén;2019-01;326156
Neuquén;2019-02;326963
Neuquén;2019-03;327712
Neuquén;2019-04;328474
Neuquén;2019-05;329286
Neuquén;2019-06;330084
Neuquén;2019-07;330832
Neuquén;2019-08;331630
Neuquén;2019-09;332442
Neuquén;2019-10;333216
Neuquén;2019-11;334004
Neuquén;2019-12;334829
Neuquén;2020-01;335610
Neuquén;2020-02;336378
Neuquén;2020-03;337207
Neuquén;2020-04;338029
Neuquén;2020-05;338844
Neuquén;2020-06;339612
Neuquén;2020-07;340403
Neuquén;2020-08;341225
Neuquén;2020-09;341973
Neuquén;2020-10;342747
Neuquén;2020-11;343498
Neuquén;2020-12;344257
Neuquén;2021-01;345063
Neuquén;2021-02;345832
Neuquén;2021-03;346660
Neuquén;2021-04;347433
Neuquén;2021-05;348275
Neuquén;2021-06;349123
Neuquén;2021-07;349953
Neuquén;2021-08;350750
Neuquén;2021-09;351521
Neuquén;2021-10;352341
Neuquén;2021-11;353176
Neuquén;2021-12;354024
Neuquén;2022-01;354840
Neuquén;2022-02;355690
Neuquén;2022-03;356490
Neuquén;2022-04;357323
Neuquén;2022-05;358183
Neuquén;2022-06;359060
Neuquén;2022-07;359919
Neuquén;2022-08;360721
Neuquén;2022-09;361517
Neuquén;2022-10;362311
Neuquén;2022-11;363107
Neuquén;2022-12;363957
Neuquén;2023-01;364778
Neuquén;2023-02;365642
Neuquén;2023-03;366537
Neuquén;2023-04;367406
Neuquén;2023-05;368237
Neuquén;2023-06;369135
Neuquén;2023-07;369975
Neuquén;2023-08;370834
Neuquén;2023-09;371706
Neuquén;2023-10;372570
Neuquén;2023-11;373404
Neuquén;2023-12;374242
Neuquén;2024-01;375066
Neuquén;2024-02;375969
Neuquén;2024-03;376884
Neuquén;2024-04;377751
Neuquén;2024-05;378639
Neuquén;2024-06;379490
Neuquén;2024-07;380342
Neuquén;2024-08;381245
Neuquén;2024-09;382081
Neuquén;2024-10;382923
Neuquén;2024-11;383774
Neuquén;2024-12;384705
Neuquén;2025-01;385594
Neuquén;2025-02;386473
Neuquén;2025-03;387369
Neuquén;2025-04;388296
Neuquén;2025-05;389238
Neuquén;2025-06;390137
Neuquén;2025-07;391020
Playas Doradas;2016-01;400
Playas Doradas;2016-02;398
Playas Doradas;2016-03;397
Playas Doradas;2016-04;395
Playas Doradas;2016-05;393
Playas Doradas;2016-06;393
Playas Doradas;2016-07;395
Playas Doradas;2016-08;393
Playas Doradas;2016-09;392
Playas Doradas;2016-10;393
Playas Doradas;2016-11;391
Playas Doradas;2016-12;389
Playas Doradas;2017-01;389
Playas Doradas;2017-02;391
Playas Doradas;2017-03;392
Playas Doradas;2017-04;391
Playas Doradas;2017-05;392
Playas Doradas;2017-06;391
Playas Doradas;2017-07;393
Playas Doradas;2017-08;392
Playas Doradas;2017-09;392
Playas Doradas;2017-10;392
Playas Doradas;2017-11;392
Playas Doradas;2017-12;392
Playas Doradas;2018-01;393
Playas Doradas;2018-02;395
Playas Doradas;2018-03;394
Playas Doradas;2018-04;393
Playas Doradas;2018-05;393
Playas Doradas;2018-06;393
Playas Doradas;2018-07;391
Playas Doradas;2018-08;393
Playas Doradas;2018-09;394
Playas Doradas;2018-10;393
Playas Doradas;2018-11;391
Playas Doradas;2018-12;389
Playas Doradas;2019-01;388
Playas Doradas;2019-02;389
Playas Doradas;2019-03;387
Playas Doradas;2019-04;385
Playas Doradas;2019-05;387
Playas Doradas;2019-06;388
Playas Doradas;2019-07;386
Playas Doradas;2019-08;387
Playas Doradas;2019-09;386
Playas Doradas;2019-10;386
Playas Doradas;2019-11;384
Playas Doradas;2019-12;386
Playas Doradas;2020-01;385
Playas Doradas;2020-02;386
Playas Doradas;2020-03;385
